stance,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
Strong Disagreement,10,24.86,99.0,1.0,25.77,5.0,10.0,60.0,50.0,20.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Strong Agreement,8,71.61,99.0,1.0,25.77,8.0,12.5,75.0,25.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,25.0,25.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0
Strong Disagreement,34,66.07,88.03,14.7,1.0,11.33,8.82,79.41,47.06,14.71,8.82,2.94,2.94,0.0,0.0,5.88,5.88,11.76,11.76,2.94,2.94,0.0,23.53,2.94,2.94,2.94,0.0,0.0,5.88,0.0,5.88,5.88,11.76,2.94,5.88,2.94,2.94,0.0,0.0,0.0,0.0,2.94,0.0,2.94,5.88,2.94,0.0,2.94,0.0,0.0,20.59,0.0,8.82,0.0,5.88,2.94,8.82,2.94,14.71,8.82,2.94,2.94,0.0,0.0,0.0
Strong Disagreement,13,1.0,93.79,1.4,1.0,6.5,15.38,100.0,61.54,15.38,7.69,0.0,7.69,0.0,0.0,7.69,7.69,0.0,15.38,15.38,15.38,0.0,15.38,7.69,0.0,7.69,15.38,0.0,7.69,0.0,7.69,7.69,15.38,0.0,15.38,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,7.69,61.54,0.0,0.0,23.08,38.46,0.0,0.0
Strong Agreement,29,49.46,95.75,11.5,1.0,9.67,13.79,89.66,65.52,20.69,10.34,0.0,6.9,0.0,0.0,10.34,10.34,13.79,13.79,3.45,6.9,0.0,20.69,3.45,3.45,10.34,0.0,0.0,3.45,0.0,3.45,3.45,10.34,0.0,3.45,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,3.45,10.34,3.45,0.0,3.45,3.45,3.45,13.79,0.0,17.24,0.0,17.24,0.0,0.0,3.45,13.79,0.0,0.0,6.9,0.0,0.0,0.0
Strong Agreement,9,98.75,50.0,4.97,25.77,9.0,11.11,77.78,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,11.11,0.0,11.11,0.0,33.33,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,22.22,0.0,22.22,0.0,22.22,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neutral,5,99.0,50.0,1.0,25.77,5.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,29,10.67,75.49,11.5,99.0,14.5,6.9,82.76,55.17,27.59,17.24,6.9,6.9,3.45,0.0,10.34,6.9,6.9,17.24,3.45,3.45,0.0,24.14,0.0,6.9,0.0,3.45,0.0,6.9,6.9,0.0,0.0,13.79,3.45,17.24,0.0,3.45,0.0,6.9,3.45,3.45,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,13.79,6.9,6.9,3.45,3.45,0.0,0.0,13.79,37.93,0.0,17.24,0.0,3.45,10.34,0.0
Strong Disagreement,21,99.0,92.33,13.15,1.0,21.0,19.05,85.71,52.38,4.76,4.76,0.0,0.0,4.76,0.0,0.0,19.05,23.81,4.76,9.52,4.76,0.0,9.52,0.0,0.0,0.0,0.0,4.76,4.76,0.0,4.76,4.76,14.29,4.76,4.76,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,4.76,4.76,0.0,9.52,0.0,19.05,0.0,14.29,4.76,4.76,0.0,19.05,9.52,4.76,0.0,0.0,4.76,0.0
Neutral,10,77.33,84.14,3.37,25.77,10.0,10.0,80.0,30.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,13,42.69,77.92,1.4,25.77,13.0,15.38,76.92,53.85,15.38,7.69,0.0,0.0,7.69,0.0,7.69,0.0,15.38,15.38,7.69,0.0,0.0,15.38,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,7.69,7.69,0.0,7.69,23.08,7.69,0.0,0.0,0.0,0.0,15.38
Neutral,2,92.84,50.0,1.0,25.77,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
Strong Agreement,1,92.84,50.0,1.0,99.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,29,83.44,95.75,1.0,25.77,14.5,20.69,82.76,51.72,17.24,6.9,0.0,0.0,6.9,0.0,10.34,3.45,20.69,6.9,6.9,0.0,0.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,6.9,3.45,0.0,0.0,0.0,3.45,0.0,0.0,10.34,10.34,0.0,10.34,3.45,0.0,6.9,0.0,0.0,10.34,0.0,10.34,3.45,6.9,0.0,3.45,3.45,6.9,3.45,0.0,0.0,3.45,0.0,0.0
Neutral,20,24.86,69.14,3.37,1.0,10.0,20.0,80.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,10.0,5.0,10.0,20.0,0.0,5.0,15.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0
Strong Agreement,1,92.84,1.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Neutral,15,99.0,97.69,99.0,25.77,15.0,26.67,93.33,46.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,6.67,26.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,6.67,6.67,6.67,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0,13.33,0.0,0.0,6.67,13.33,46.67,0.0,26.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Neutral,39,96.61,69.6,1.4,25.77,9.75,25.64,61.54,35.9,5.13,5.13,0.0,0.0,0.0,2.56,0.0,7.69,12.82,2.56,2.56,5.13,0.0,5.13,7.69,5.13,2.56,2.56,0.0,5.13,2.56,2.56,2.56,5.13,0.0,12.82,0.0,5.13,5.13,0.0,0.0,2.56,0.0,0.0,0.0,12.82,2.56,0.0,10.26,0.0,0.0,5.13,0.0,10.26,0.0,7.69,2.56,7.69,0.0,25.64,7.69,15.38,2.56,0.0,0.0,0.0
Weak Agreement,3,17.96,99.0,1.0,25.77,3.0,33.33,33.33,33.33,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,33.33,0.0,0.0,0.0,0.0
Strong Agreement,46,87.57,66.81,1.0,4.13,9.2,17.39,58.7,36.96,6.52,4.35,0.0,2.17,0.0,2.17,2.17,2.17,15.22,2.17,2.17,8.7,2.17,4.35,0.0,0.0,2.17,0.0,0.0,6.52,2.17,4.35,2.17,8.7,0.0,8.7,0.0,2.17,0.0,2.17,2.17,4.35,0.0,0.0,0.0,10.87,2.17,0.0,2.17,2.17,2.17,2.17,0.0,2.17,0.0,0.0,2.17,0.0,0.0,34.78,13.04,2.17,0.0,2.17,0.0,13.04
Strong Disagreement,13,64.27,77.92,17.46,99.0,13.0,30.77,76.92,46.15,30.77,23.08,7.69,0.0,7.69,0.0,7.69,0.0,15.38,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,15.38,7.69,15.38,0.0,0.0,0.0,0.0,7.69,7.69,7.69,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,7.69,0.0,7.69,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0
Strong Agreement,6,17.96,99.0,1.0,25.77,6.0,0.0,83.33,66.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,33.33,16.67,0.0,33.33,0.0,16.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,50,94.58,94.5,1.0,63.69,10.0,32.0,50.0,26.0,10.0,6.0,0.0,4.0,0.0,0.0,4.0,6.0,8.0,2.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,4.0,0.0,6.0,4.0,2.0,0.0,10.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,48.0,4.0,6.0,0.0,10.0,0.0,22.0
Weak Disagreement,20,86.59,99.0,15.86,25.77,6.67,15.0,75.0,45.0,15.0,15.0,5.0,5.0,0.0,0.0,0.0,5.0,15.0,5.0,5.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,5.0,10.0,5.0,5.0,0.0,20.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,5.0,5.0,5.0,0.0,10.0,0.0,10.0,5.0,5.0,0.0,0.0,5.0,35.0,25.0,5.0,0.0,0.0,0.0,5.0
Strong Agreement,2,92.84,50.0,1.0,99.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,2,92.84,50.0,1.0,99.0,2.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
Strong Agreement,3,92.84,50.0,1.0,25.77,3.0,0.0,100.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0
Strong Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Strong Disagreement,31,95.47,50.0,60.4,25.77,31.0,16.13,67.74,45.16,9.68,0.0,0.0,0.0,0.0,0.0,9.68,6.45,19.35,6.45,3.23,3.23,0.0,12.9,3.23,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.0,3.23,6.45,3.23,3.23,6.45,6.45,22.58,6.45,6.45,9.68,3.23,0.0,32.26,3.23,0.0,0.0,0.0,6.45,22.58
Neutral,17,73.36,3.89,91.95,25.77,5.67,41.18,76.47,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,11.76,0.0,5.88,5.88,29.41,11.76,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,11.76,0.0,0.0,0.0,0.0,11.76,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,17.65,0.0,5.88,5.88,0.0,0.0,0.0,0.0,47.06,0.0,0.0,0.0,17.65,0.0,5.88
Strong Agreement,13,9.98,99.0,17.46,99.0,13.0,15.38,92.31,53.85,30.77,23.08,0.0,23.08,0.0,0.0,7.69,0.0,7.69,7.69,7.69,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,30.77,0.0,15.38,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,7.69,15.38,0.0,23.08,7.69,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,45,69.57,97.69,43.37,1.0,11.25,8.89,84.44,48.89,17.78,15.56,0.0,0.0,0.0,11.11,2.22,4.44,13.33,4.44,2.22,6.67,0.0,15.56,6.67,0.0,0.0,0.0,2.22,4.44,0.0,4.44,4.44,15.56,0.0,4.44,2.22,0.0,0.0,0.0,2.22,0.0,2.22,0.0,0.0,20.0,4.44,2.22,8.89,2.22,4.44,8.89,2.22,17.78,4.44,13.33,4.44,4.44,0.0,8.89,6.67,2.22,0.0,0.0,0.0,0.0
Strong Disagreement,26,98.86,64.99,5.76,1.0,6.5,15.38,88.46,34.62,3.85,0.0,0.0,0.0,0.0,0.0,3.85,7.69,15.38,3.85,0.0,0.0,3.85,7.69,11.54,0.0,0.0,3.85,0.0,11.54,3.85,7.69,3.85,11.54,7.69,7.69,3.85,0.0,0.0,0.0,3.85,0.0,0.0,0.0,3.85,19.23,0.0,7.69,11.54,3.85,0.0,7.69,0.0,7.69,0.0,3.85,3.85,15.38,3.85,30.77,3.85,0.0,0.0,23.08,0.0,3.85
Strong Disagreement,33,84.89,93.5,31.94,25.77,11.0,18.18,81.82,42.42,15.15,12.12,6.06,6.06,0.0,0.0,3.03,9.09,9.09,9.09,0.0,0.0,0.0,18.18,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,15.15,0.0,6.06,3.03,0.0,3.03,0.0,0.0,0.0,3.03,3.03,3.03,6.06,3.03,0.0,0.0,0.0,6.06,12.12,3.03,12.12,0.0,9.09,3.03,0.0,3.03,18.18,6.06,3.03,3.03,0.0,0.0,0.0
Weak Agreement,6,17.96,50.0,1.0,1.0,6.0,16.67,100.0,66.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,4,1.0,1.0,99.0,99.0,4.0,25.0,100.0,75.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,7,28.22,92.33,89.63,25.77,7.0,0.0,71.43,57.14,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,14.29,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,28.57,0.0,14.29,14.29,0.0,0.0,114.29,14.29,0.0,57.14,42.86,0.0,0.0
Strong Disagreement,23,99.0,95.89,27.39,1.0,5.75,17.39,82.61,39.13,8.7,4.35,0.0,0.0,0.0,0.0,4.35,4.35,26.09,0.0,0.0,0.0,0.0,8.7,13.04,4.35,0.0,0.0,0.0,13.04,4.35,8.7,0.0,17.39,0.0,8.7,0.0,4.35,0.0,0.0,4.35,0.0,4.35,4.35,4.35,17.39,4.35,0.0,13.04,0.0,0.0,8.7,0.0,17.39,0.0,13.04,4.35,0.0,4.35,47.83,0.0,0.0,8.7,30.43,0.0,8.7
Strong Disagreement,11,92.84,81.84,1.0,25.77,5.5,0.0,72.73,36.36,18.18,18.18,0.0,0.0,18.18,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,18.18,9.09,0.0,0.0,9.09,0.0,9.09,0.0,0.0,18.18,9.09,9.09,0.0,0.0,9.09,18.18,0.0,0.0,0.0,18.18,0.0,0.0
Weak Disagreement,30,41.99,84.14,10.08,25.77,5.0,23.33,86.67,46.67,13.33,10.0,3.33,3.33,0.0,3.33,3.33,3.33,10.0,10.0,6.67,6.67,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33,20.0,3.33,10.0,3.33,3.33,13.33,0.0,0.0,6.67,0.0,3.33,3.33,10.0,3.33,43.33,30.0,10.0,0.0,0.0,0.0,0.0
Strong Agreement,16,54.96,50.0,74.76,25.77,16.0,43.75,87.5,56.25,6.25,6.25,0.0,6.25,0.0,0.0,0.0,6.25,18.75,6.25,12.5,12.5,6.25,18.75,6.25,6.25,0.0,0.0,0.0,12.5,6.25,6.25,0.0,6.25,0.0,25.0,12.5,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,12.5,0.0,6.25,6.25,0.0,6.25,6.25,0.0,0.0,6.25,0.0,0.0,0.0
Strong Disagreement,6,17.96,95.2,1.0,99.0,3.0,16.67,83.33,50.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0
Weak Disagreement,41,72.34,76.78,91.58,71.55,13.67,9.76,85.37,53.66,21.95,17.07,9.76,2.44,0.0,2.44,4.88,12.2,9.76,2.44,2.44,7.32,0.0,17.07,0.0,0.0,0.0,2.44,0.0,12.2,7.32,4.88,0.0,17.07,0.0,12.2,4.88,0.0,0.0,0.0,2.44,4.88,0.0,0.0,0.0,4.88,4.88,0.0,0.0,0.0,7.32,7.32,0.0,9.76,7.32,0.0,0.0,0.0,0.0,12.2,7.32,2.44,0.0,0.0,0.0,2.44
Strong Agreement,5,8.19,99.0,1.0,25.77,5.0,0.0,80.0,60.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,17,92.84,50.0,1.0,1.0,8.5,5.88,88.24,58.82,17.65,11.76,5.88,0.0,0.0,5.88,5.88,11.76,17.65,11.76,0.0,0.0,0.0,17.65,0.0,0.0,0.0,5.88,5.88,5.88,0.0,5.88,5.88,5.88,0.0,11.76,0.0,5.88,0.0,0.0,5.88,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,11.76,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,0.0,0.0,0.0,5.88,0.0,0.0
Weak Agreement,2,92.84,50.0,99.0,99.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,150.0,0.0,0.0
Neutral,5,51.43,50.0,99.0,25.77,5.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,20.0,0.0,40.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0
Strong Agreement,16,92.84,26.6,1.0,1.0,16.0,62.5,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,12.5,0.0,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,100.0,0.0,0.0,0.0,0.0,0.0,87.5
Strong Disagreement,9,99.0,86.68,4.97,99.0,9.0,11.11,100.0,44.44,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,33.33,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,11.11,0.0,22.22,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,33.33,0.0,22.22,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,0.0,11.11,0.0,0.0
